model,scenario,Project_study,version,Ssp_family,Category
REMIND-MAgPIE 2.1-4.2,EN_NoPolicy,ENGAGE,2.0,2.0,C7
REMIND-MAgPIE 2.1-4.2,NGFS2_Current Policies,NGFS2,2.0,2.0,C7
REMIND-MAgPIE 2.1-4.2,NGFS2_Current Policies - IPD-95th,NGFS2,2.0,2.0,C7
REMIND-MAgPIE 2.1-4.2,NGFS2_Current Policies - IPD-median,NGFS2,2.0,2.0,C7
REMIND-MAgPIE 2.1-4.2,NGFS2_Delayed Transition,NGFS2,2.0,2.0,C3
REMIND-MAgPIE 2.1-4.2,NGFS2_Divergent Net Zero Policies,NGFS2,2.0,2.0,C1
REMIND-MAgPIE 2.1-4.2,NGFS2_Nationally Determined Contributions (NDCs),NGFS2,2.0,2.0,C5
REMIND-MAgPIE 2.1-4.2,NGFS2_Net-Zero 2050,NGFS2,2.0,,C1
REMIND-MAgPIE 2.1-4.2,NGFS2_Net-Zero 2050 - IPD-95th,NGFS2,2.0,,C1
REMIND-MAgPIE 2.1-4.2,NGFS2_Net-Zero 2050 - IPD-median,NGFS2,2.0,,C1
REMIND-MAgPIE 2.1-4.2,SusDev_SDP-NPi,Soergel 2021,2.0,2.0,C5
REMIND-MAgPIE 2.1-4.2,SusDev_SDP-PkBudg1000,Soergel 2021,2.0,2.0,C1
REMIND-MAgPIE 2.1-4.2,SusDev_SSP1-NDC,Soergel 2021,2.0,1.0,C5
REMIND-MAgPIE 2.1-4.2,SusDev_SSP1-NPi,Soergel 2021,2.0,1.0,C5
REMIND-MAgPIE 2.1-4.2,SusDev_SSP1-PkBudg900,Soergel 2021,2.0,1.0,C1
REMIND-MAgPIE 2.1-4.2,SusDev_SSP2-NDC,Soergel 2021,2.0,2.0,C5
REMIND-MAgPIE 2.1-4.2,SusDev_SSP2-NPi,Soergel 2021,2.0,2.0,C7
REMIND-MAgPIE 2.1-4.2,SusDev_SSP2-PkBudg900,Soergel 2021,2.0,2.0,C1
REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg1100,Luderer 2021,6.0,2.0,C3
REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg1300,Luderer 2021,4.0,2.0,C3
REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,Luderer 2021,4.0,2.0,C1
REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_Base,Luderer 2021,4.0,2.0,C7
REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_Npi,Luderer 2021,4.0,2.0,C7
REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_def_Budg1100,Luderer 2021,4.0,2.0,C2
REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_def_Budg1300,Luderer 2021,4.0,2.0,C3
REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_def_Budg900,Luderer 2021,4.0,2.0,C1
REMIND-Transport 2.1,Transport_Budg1100_Conv,Rottoli 2021,4.0,2.0,C3
REMIND-Transport 2.1,Transport_Budg1100_Conv-LowD,Rottoli 2021,4.0,2.0,C3
REMIND-Transport 2.1,Transport_Budg1100_ConvSyn,Rottoli 2021,4.0,2.0,C3
REMIND-Transport 2.1,Transport_Budg1100_ElecPush,Rottoli 2021,4.0,2.0,C3
REMIND-Transport 2.1,Transport_Budg1100_ElecPush-LowD,Rottoli 2021,4.0,2.0,C3
REMIND-Transport 2.1,Transport_Budg1100_H2Push,Rottoli 2021,4.0,2.0,C3
REMIND-Transport 2.1,Transport_NDC_Conv,Rottoli 2021,4.0,2.0,C6
REMIND-Transport 2.1,Transport_NPi_Conv,Rottoli 2021,4.0,2.0,C7
REMIND_EU 2.0,Eff_1p5,Rodrigues 2021,4.0,2.0,failed-vetting
REMIND_EU 2.0,Eff_Weak,Rodrigues 2021,4.0,2.0,failed-vetting
REMIND_EU 2.0,Eff_min80,Rodrigues 2021,4.0,2.0,failed-vetting
REMIND_EU 2.0,Incumb_1p5,Rodrigues 2021,4.0,2.0,failed-vetting
REMIND_EU 2.0,Incumb_Weak,Rodrigues 2021,4.0,2.0,failed-vetting
REMIND_EU 2.0,Incumb_min80,Rodrigues 2021,3.0,2.0,failed-vetting
REMIND_EU 2.0,NewPl_1p5,Rodrigues 2021,3.0,2.0,failed-vetting
REMIND_EU 2.0,NewPl_Weak,Rodrigues 2021,3.0,2.0,failed-vetting
REMIND_EU 2.0,NewPl_min80,Rodrigues 2021,3.0,2.0,failed-vetting
TIAM-ECN 1.1,EN_INDCi2030_1000,ENGAGE,3.0,2.0,C3
TIAM-ECN 1.1,EN_INDCi2030_1000_COV,ENGAGE,3.0,2.0,C3
TIAM-ECN 1.1,EN_INDCi2030_1000_NDCp,ENGAGE,3.0,2.0,C3
TIAM-ECN 1.1,EN_INDCi2030_1000f,ENGAGE,3.0,2.0,C3
TIAM-ECN 1.1,EN_INDCi2030_1000f_COV,ENGAGE,3.0,2.0,C3
TIAM-ECN 1.1,EN_INDCi2030_1000f_NDCp,ENGAGE,3.0,2.0,C3
TIAM-ECN 1.1,EN_INDCi2030_1200,ENGAGE,3.0,2.0,C3
TIAM-ECN 1.1,EN_INDCi2030_1200f,ENGAGE,3.0,2.0,C3
TIAM-ECN 1.1,EN_INDCi2030_1400,ENGAGE,3.0,2.0,C4
TIAM-ECN 1.1,EN_INDCi2030_1400f,ENGAGE,3.0,2.0,C4
TIAM-ECN 1.1,EN_INDCi2030_1600,ENGAGE,3.0,2.0,C4
TIAM-ECN 1.1,EN_INDCi2030_1600f,ENGAGE,3.0,2.0,C5
TIAM-ECN 1.1,EN_INDCi2030_2000,ENGAGE,3.0,2.0,C5
TIAM-ECN 1.1,EN_INDCi2030_2000f,ENGAGE,3.0,2.0,C5
TIAM-ECN 1.1,EN_INDCi2030_2500,ENGAGE,3.0,2.0,C5
TIAM-ECN 1.1,EN_INDCi2030_2500f,ENGAGE,3.0,2.0,C5
TIAM-ECN 1.1,EN_INDCi2030_3000,ENGAGE,3.0,2.0,C6
TIAM-ECN 1.1,EN_INDCi2030_3000f,ENGAGE,3.0,2.0,C6
TIAM-ECN 1.1,EN_INDCi2030_900,ENGAGE,3.0,2.0,C3
TIAM-ECN 1.1,EN_INDCi2030_900f,ENGAGE,3.0,2.0,C3
TIAM-ECN 1.1,EN_INDCi2100,ENGAGE,3.0,2.0,C7
TIAM-ECN 1.1,EN_INDCi2100_COV,ENGAGE,3.0,2.0,C7
TIAM-ECN 1.1,EN_INDCi2100_NDCp,ENGAGE,3.0,2.0,C7
TIAM-ECN 1.1,EN_NPi2020_1000,ENGAGE,3.0,2.0,C3
TIAM-ECN 1.1,EN_NPi2020_1000_COV,ENGAGE,3.0,2.0,C3
TIAM-ECN 1.1,EN_NPi2020_1000f,ENGAGE,3.0,2.0,C3
TIAM-ECN 1.1,EN_NPi2020_1000f_COV,ENGAGE,3.0,2.0,C3
TIAM-ECN 1.1,EN_NPi2020_1200,ENGAGE,3.0,2.0,C3
TIAM-ECN 1.1,EN_NPi2020_1200f,ENGAGE,3.0,2.0,C3
TIAM-ECN 1.1,EN_NPi2020_1400,ENGAGE,3.0,2.0,C4
TIAM-ECN 1.1,EN_NPi2020_1400f,ENGAGE,3.0,2.0,C4
TIAM-ECN 1.1,EN_NPi2020_1600,ENGAGE,3.0,2.0,C4
TIAM-ECN 1.1,EN_NPi2020_1600f,ENGAGE,3.0,2.0,C5
TIAM-ECN 1.1,EN_NPi2020_2000,ENGAGE,3.0,2.0,C5
TIAM-ECN 1.1,EN_NPi2020_2000f,ENGAGE,3.0,2.0,C5
TIAM-ECN 1.1,EN_NPi2020_2500,ENGAGE,3.0,2.0,C5
TIAM-ECN 1.1,EN_NPi2020_2500f,ENGAGE,3.0,2.0,C5
TIAM-ECN 1.1,EN_NPi2020_3000,ENGAGE,3.0,2.0,C6
TIAM-ECN 1.1,EN_NPi2020_3000f,ENGAGE,3.0,2.0,C6
TIAM-ECN 1.1,EN_NPi2020_800,ENGAGE,3.0,2.0,C3
TIAM-ECN 1.1,EN_NPi2020_800f,ENGAGE,3.0,2.0,C3
TIAM-ECN 1.1,EN_NPi2020_900,ENGAGE,3.0,2.0,C3
TIAM-ECN 1.1,EN_NPi2020_900f,ENGAGE,3.0,2.0,C3
TIAM-ECN 1.1,EN_NPi2100,ENGAGE,3.0,2.0,C7
TIAM-ECN 1.1,EN_NPi2100_COV,ENGAGE,3.0,2.0,C7
TIAM-ECN AFR 1.1,2DC,,3.0,2.0,failed-vetting
TIAM-ECN AFR 1.1,CAP,,3.0,2.0,failed-vetting
TIAM-ECN AFR 1.1,REF,,3.0,2.0,failed-vetting
TIAM-ECN AFR 1.1,TAX,,3.0,2.0,failed-vetting
TIAM-Grantham 3.2,CO_2Deg2020,COMMIT,3.0,2.0,no-climate-assessment
TIAM-Grantham 3.2,CO_2Deg2030,COMMIT,3.0,2.0,no-climate-assessment
TIAM-Grantham 3.2,CO_BAU,COMMIT,3.0,2.0,failed-vetting
TIAM-Grantham 3.2,CO_Bridge,COMMIT,3.0,2.0,no-climate-assessment
TIAM-Grantham 3.2,CO_CurPol,COMMIT,3.0,2.0,no-climate-assessment
TIAM-Grantham 3.2,CO_GPP,COMMIT,3.0,2.0,no-climate-assessment
TIAM-Grantham 3.2,CO_NDCplus,COMMIT,3.0,2.0,no-climate-assessment
TIAM-Grantham 3.2,CSH,PR Harmonization MIP,3.0,2.0,no-climate-assessment
TIAM-Grantham 3.2,PCSH,PR Harmonization MIP,3.0,2.0,no-climate-assessment
TIAM-Grantham 3.2,R,PR Harmonization MIP,3.0,2.0,no-climate-assessment
TIAM-Grantham 3.2,SH,PR Harmonization MIP,3.0,2.0,no-climate-assessment
TIAM-UCL 4.1.1,SSP2_1_5D-50_CCC2020,UCL 2020,3.0,2.0,failed-vetting
TIAM-UCL 4.1.1,SSP2_1_75D-66,UCL 2020,3.0,2.0,failed-vetting
TIAM-UCL 4.1.1,SSP2_1_75D-66_CCC2020,UCL 2020,3.0,2.0,failed-vetting
TIAM-UCL 4.1.1,SSP2_2D-66,UCL 2020,3.0,2.0,failed-vetting
TIAM-UCL 4.1.1,SSP2_2D-66_CCC2020,UCL 2020,3.0,2.0,failed-vetting
TIAM-UCL 4.1.1,SSP2_BASE,UCL 2020,3.0,2.0,failed-vetting
TIAM-UCL 4.1.1,SSP2_BASE_CCC2020,UCL 2020,3.0,2.0,failed-vetting
TIMES-China 2.0,EN_NP_2025_-1002050,,3.0,,
TIMES-China 2.0,EN_NP_2025_-302050,,3.0,,
TIMES-China 2.0,EN_NP_2025_-402050,,3.0,,
TIMES-China 2.0,EN_NP_2025_-502050,,3.0,,
TIMES-China 2.0,EN_NP_2025_-602050,,3.0,,
TIMES-China 2.0,EN_NP_2025_-702050,,3.0,,
TIMES-China 2.0,EN_NP_2025_-752050,,3.0,,
TIMES-China 2.0,EN_NP_2025_-802050,,3.0,,
TIMES-China 2.0,EN_NP_2025_-902050,,3.0,,
TIMES-China 2.0,EN_NP_BL,,3.0,,
TIMES-China 2.0,EN_NP_CurPol,,3.0,,
TIMES-China 2.0,EN_NP_UNDC,,3.0,,
TIMES-China 2.0,INDC,,3.0,,
TIMES-China 2.0,INDC_2030_290,,3.0,,
TIMES-China 2.0,INDC_2030_400,,3.0,,
TIMES-China 2.0,NDC,,3.0,,
TIMES-China 2.0,NPi,,3.0,,
TIMES-China 2.0,NPi_2020_290,,3.0,,
TIMES-China 2.0,NPi_2020_400,,3.0,,
TIMES-China 2.0,PEAK25-H,,3.0,,
TIMES-China 2.0,PEAK25-L,,3.0,,
TIMES-China 2.0,PEAK30-H,,3.0,,
TIMES-China 2.0,PEAK30-L,,3.0,,
WEM 2020,SDS,IEA 2020,2.0,2.0,no-climate-assessment
WITCH 4.6,DISCRATE_Ref_dr2p,Emmerling 2019,2.0,2.0,C8
WITCH 4.6,DISCRATE_Ref_dr3p,Emmerling 2019,2.0,2.0,C8
WITCH 4.6,DISCRATE_Ref_dr4p,Emmerling 2019,2.0,2.0,C8
WITCH 4.6,DISCRATE_Ref_dr5p,Emmerling 2019,2.0,2.0,C8
WITCH 4.6,DISCRATE_cb1000_cdrall_dr2p,Emmerling 2019,2.0,2.0,failed-vetting
WITCH 4.6,DISCRATE_cb1000_cdrall_dr3p,Emmerling 2019,2.0,2.0,failed-vetting
WITCH 4.6,DISCRATE_cb1000_cdrall_dr4p,Emmerling 2019,2.0,2.0,failed-vetting
WITCH 4.6,DISCRATE_cb1000_cdrall_dr5p,Emmerling 2019,2.0,2.0,failed-vetting
WITCH 4.6,DISCRATE_cb1000_cdrno_dr2p,Emmerling 2019,2.0,2.0,failed-vetting
WITCH 4.6,DISCRATE_cb1000_cdrno_dr3p,Emmerling 2019,2.0,2.0,failed-vetting
WITCH 4.6,DISCRATE_cb1000_cdrno_dr4p,Emmerling 2019,2.0,2.0,failed-vetting
WITCH 4.6,DISCRATE_cb1000_cdrno_dr5p,Emmerling 2019,2.0,2.0,failed-vetting
WITCH 4.6,DISCRATE_cb400_cdrall_dr2p,Emmerling 2019,2.0,2.0,failed-vetting
WITCH 4.6,DISCRATE_cb400_cdrall_dr3p,Emmerling 2019,2.0,2.0,failed-vetting
WITCH 4.6,DISCRATE_cb400_cdrall_dr4p,Emmerling 2019,2.0,2.0,failed-vetting
WITCH 4.6,DISCRATE_cb400_cdrall_dr5p,Emmerling 2019,2.0,2.0,failed-vetting
WITCH 4.6,DISCRATE_cb400_cdrno_dr2p,Emmerling 2019,2.0,2.0,failed-vetting
WITCH 4.6,DISCRATE_cb400_cdrno_dr3p,Emmerling 2019,2.0,2.0,failed-vetting
WITCH 4.6,DISCRATE_cb400_cdrno_dr4p,Emmerling 2019,2.0,2.0,failed-vetting
WITCH 4.6,DISCRATE_cb400_cdrno_dr5p,Emmerling 2019,2.0,2.0,failed-vetting
WITCH 4.6,DISCRATE_cb600_cdrall_dr2p,Emmerling 2019,2.0,2.0,failed-vetting
WITCH 4.6,DISCRATE_cb600_cdrall_dr3p,Emmerling 2019,2.0,2.0,failed-vetting
WITCH 4.6,DISCRATE_cb600_cdrall_dr4p,Emmerling 2019,2.0,2.0,failed-vetting
WITCH 4.6,DISCRATE_cb600_cdrall_dr5p,Emmerling 2019,2.0,2.0,failed-vetting
WITCH 4.6,DISCRATE_cb600_cdrno_dr2p,Emmerling 2019,2.0,2.0,failed-vetting
WITCH 4.6,DISCRATE_cb600_cdrno_dr3p,Emmerling 2019,2.0,2.0,failed-vetting
WITCH 4.6,DISCRATE_cb600_cdrno_dr4p,Emmerling 2019,2.0,2.0,failed-vetting
WITCH 4.6,DISCRATE_cb600_cdrno_dr5p,Emmerling 2019,2.0,2.0,failed-vetting
WITCH 5.0,CO_2Deg2020,COMMIT,2.0,2.0,C3
WITCH 5.0,CO_2Deg2030,COMMIT,2.0,2.0,C3
WITCH 5.0,CO_BAU,COMMIT,2.0,2.0,C7
WITCH 5.0,CO_Bridge,COMMIT,2.0,2.0,C3
WITCH 5.0,CO_CurPol,COMMIT,2.0,2.0,C7
WITCH 5.0,CO_GPP,COMMIT,2.0,2.0,C5
WITCH 5.0,CO_NDC_2050convergence,COMMIT,2.0,2.0,C5
WITCH 5.0,CO_NDCplus,COMMIT,2.0,2.0,C6
WITCH 5.0,EN_INDCi2030_1000,ENGAGE,2.0,2.0,C3
WITCH 5.0,EN_INDCi2030_1000_NDCp,ENGAGE,2.0,2.0,C3
WITCH 5.0,EN_INDCi2030_1000f,ENGAGE,2.0,2.0,C3
WITCH 5.0,EN_INDCi2030_1000f_NDCp,ENGAGE,2.0,2.0,C3
WITCH 5.0,EN_INDCi2030_1200,ENGAGE,2.0,2.0,C4
WITCH 5.0,EN_INDCi2030_1200_NDCp,ENGAGE,2.0,2.0,C4
WITCH 5.0,EN_INDCi2030_1200f,ENGAGE,2.0,2.0,C4
WITCH 5.0,EN_INDCi2030_1200f_NDCp,ENGAGE,2.0,2.0,C4
WITCH 5.0,EN_INDCi2030_1400,ENGAGE,2.0,2.0,C4
WITCH 5.0,EN_INDCi2030_1400_NDCp,ENGAGE,2.0,2.0,C4
WITCH 5.0,EN_INDCi2030_1400f,ENGAGE,2.0,2.0,C4
WITCH 5.0,EN_INDCi2030_1400f_NDCp,ENGAGE,2.0,2.0,C4
WITCH 5.0,EN_INDCi2030_1600,ENGAGE,2.0,2.0,C5
WITCH 5.0,EN_INDCi2030_1600_NDCp,ENGAGE,2.0,2.0,C5
WITCH 5.0,EN_INDCi2030_1600f,ENGAGE,2.0,2.0,C5
WITCH 5.0,EN_INDCi2030_1600f_NDCp,ENGAGE,2.0,2.0,C5
WITCH 5.0,EN_INDCi2030_1800,ENGAGE,2.0,2.0,C5
WITCH 5.0,EN_INDCi2030_1800_NDCp,ENGAGE,2.0,2.0,C5
WITCH 5.0,EN_INDCi2030_1800f,ENGAGE,2.0,2.0,C5
WITCH 5.0,EN_INDCi2030_1800f_NDCp,ENGAGE,2.0,2.0,C5
WITCH 5.0,EN_INDCi2030_2000,ENGAGE,2.0,2.0,C5
WITCH 5.0,EN_INDCi2030_2000_NDCp,ENGAGE,2.0,2.0,C5
WITCH 5.0,EN_INDCi2030_2000f,ENGAGE,2.0,2.0,C5
WITCH 5.0,EN_INDCi2030_2000f_NDCp,ENGAGE,2.0,2.0,C5
WITCH 5.0,EN_INDCi2030_2500,ENGAGE,2.0,2.0,C5
WITCH 5.0,EN_INDCi2030_2500_NDCp,ENGAGE,2.0,2.0,C5
WITCH 5.0,EN_INDCi2030_2500f,ENGAGE,2.0,2.0,C5
WITCH 5.0,EN_INDCi2030_2500f_NDCp,ENGAGE,2.0,2.0,C5
WITCH 5.0,EN_INDCi2030_3000,ENGAGE,2.0,2.0,C6
WITCH 5.0,EN_INDCi2030_3000_NDCp,ENGAGE,2.0,2.0,C6
WITCH 5.0,EN_INDCi2030_3000f,ENGAGE,2.0,2.0,C6
WITCH 5.0,EN_INDCi2030_3000f_NDCp,ENGAGE,2.0,2.0,C6
WITCH 5.0,EN_INDCi2030_500f,ENGAGE,2.0,2.0,C2
WITCH 5.0,EN_INDCi2030_600f,ENGAGE,2.0,2.0,C3
WITCH 5.0,EN_INDCi2030_600f_NDCp,ENGAGE,2.0,2.0,C3
WITCH 5.0,EN_INDCi2030_700f,ENGAGE,2.0,2.0,C3
WITCH 5.0,EN_INDCi2030_700f_NDCp,ENGAGE,2.0,2.0,C3
WITCH 5.0,EN_INDCi2030_800,ENGAGE,2.0,2.0,C3
WITCH 5.0,EN_INDCi2030_800_NDCp,ENGAGE,2.0,2.0,C3
WITCH 5.0,EN_INDCi2030_800f,ENGAGE,2.0,2.0,C3
WITCH 5.0,EN_INDCi2030_800f_NDCp,ENGAGE,2.0,2.0,C3
WITCH 5.0,EN_INDCi2030_900,ENGAGE,2.0,2.0,C3
WITCH 5.0,EN_INDCi2030_900_NDCp,ENGAGE,2.0,2.0,C3
WITCH 5.0,EN_INDCi2030_900f,ENGAGE,2.0,2.0,C3
WITCH 5.0,EN_INDCi2030_900f_NDCp,ENGAGE,2.0,2.0,C3
WITCH 5.0,EN_INDCi2100,ENGAGE,2.0,2.0,C6
WITCH 5.0,EN_INDCi2100_NDCp,ENGAGE,2.0,2.0,C6
WITCH 5.0,EN_NPi2020_1000,ENGAGE,2.0,2.0,C3
WITCH 5.0,EN_NPi2020_1000f,ENGAGE,2.0,2.0,C3
WITCH 5.0,EN_NPi2020_1200,ENGAGE,2.0,2.0,C4
WITCH 5.0,EN_NPi2020_1200f,ENGAGE,2.0,2.0,C4
WITCH 5.0,EN_NPi2020_1400,ENGAGE,2.0,2.0,C4
WITCH 5.0,EN_NPi2020_1400f,ENGAGE,2.0,2.0,C4
WITCH 5.0,EN_NPi2020_1600,ENGAGE,2.0,2.0,C4
WITCH 5.0,EN_NPi2020_1600f,ENGAGE,2.0,2.0,C4
WITCH 5.0,EN_NPi2020_1800,ENGAGE,2.0,2.0,C5
WITCH 5.0,EN_NPi2020_1800f,ENGAGE,2.0,2.0,C5
WITCH 5.0,EN_NPi2020_2000,ENGAGE,2.0,2.0,C5
WITCH 5.0,EN_NPi2020_2000f,ENGAGE,2.0,2.0,C5
WITCH 5.0,EN_NPi2020_2500,ENGAGE,2.0,2.0,C5
WITCH 5.0,EN_NPi2020_2500f,ENGAGE,2.0,2.0,C5
WITCH 5.0,EN_NPi2020_3000,ENGAGE,2.0,2.0,C6
WITCH 5.0,EN_NPi2020_3000f,ENGAGE,2.0,2.0,C6
WITCH 5.0,EN_NPi2020_400f,ENGAGE,2.0,2.0,C1
WITCH 5.0,EN_NPi2020_450,ENGAGE,2.0,2.0,C1
WITCH 5.0,EN_NPi2020_450f,ENGAGE,2.0,2.0,C1
WITCH 5.0,EN_NPi2020_500,ENGAGE,2.0,2.0,C1
WITCH 5.0,EN_NPi2020_500f,ENGAGE,2.0,2.0,C1
WITCH 5.0,EN_NPi2020_600,ENGAGE,2.0,2.0,C3
WITCH 5.0,EN_NPi2020_600f,ENGAGE,2.0,2.0,C3
WITCH 5.0,EN_NPi2020_700,ENGAGE,2.0,2.0,C3
WITCH 5.0,EN_NPi2020_700f,ENGAGE,2.0,2.0,C3
WITCH 5.0,EN_NPi2020_800,ENGAGE,2.0,2.0,C3
WITCH 5.0,EN_NPi2020_800f,ENGAGE,2.0,2.0,C3
WITCH 5.0,EN_NPi2020_900,ENGAGE,2.0,2.0,C3
WITCH 5.0,EN_NPi2020_900f,ENGAGE,2.0,2.0,C3
WITCH 5.0,EN_NPi2100,ENGAGE,2.0,2.0,C7
WITCH 5.0,EN_NoPolicy,ENGAGE,2.0,2.0,C7
WITCH-GLOBIOM 4.2,ADVANCE_WP2_TRA-450-FullTech,ADVANCE Sector Studies,2.0,,no-climate-assessment
WITCH-GLOBIOM 4.2,ADVANCE_WP2_TRA-Base-FullTech,ADVANCE Sector Studies,2.0,,no-climate-assessment
WITCH-GLOBIOM 4.2,ADVANCE_WP2_TRA-Ctax-FullTech,ADVANCE Sector Studies,2.0,,no-climate-assessment
GCAM 5.3,NGFS2_Below 2?C,,,,
MESSAGEix-GLOBIOM_1.1,NGFS2_Below 2?C,,,,
REMIND-MAgPIE 2.1-4.2,NGFS2_Below 2?C,,,,
REMIND-MAgPIE 2.1-4.2,NGFS2_Below 2?C - IPD-95th,,,,
REMIND-MAgPIE 2.1-4.2,NGFS2_Below 2?C - IPD-median,,,,
